BA Code,Timestamp (Hour Ending),Demand (MWh),Demand Forecast (MWh),Net Generation (MWh),Total Interchange (MWh),,time (hour),day,Demand (MWh)
SCL,11/2/2021 12 a.m. PDT,1015,950,492,-523,,12:00:00 AM,11/2/21,1015
SCL,11/2/2021 1 a.m. PDT,957,903,451,-506,,1:00:00 AM,11/2/21,957
SCL,11/2/2021 2 a.m. PDT,920,872,428,-492,,2:00:00 AM,11/2/21,920
SCL,11/2/2021 3 a.m. PDT,902,867,417,-485,,3:00:00 AM,11/2/21,902
SCL,11/2/2021 4 a.m. PDT,914,870,422,-492,,4:00:00 AM,11/2/21,914
SCL,11/2/2021 5 a.m. PDT,954,905,453,-501,,5:00:00 AM,11/2/21,954
SCL,11/2/2021 6 a.m. PDT,1035,998,693,-342,,6:00:00 AM,11/2/21,1035
SCL,11/2/2021 7 a.m. PDT,1168,1129,655,-513,,7:00:00 AM,11/2/21,1168
SCL,11/2/2021 8 a.m. PDT,1291,1231,746,-545,,8:00:00 AM,11/2/21,1291
SCL,11/2/2021 9 a.m. PDT,1304,1229,828,-476,,9:00:00 AM,11/2/21,1304
SCL,11/2/2021 10 a.m. PDT,1265,1212,848,-417,,10:00:00 AM,11/2/21,1265
SCL,11/2/2021 11 a.m. PDT,1242,1193,820,-422,,11:00:00 AM,11/2/21,1242
SCL,11/2/2021 12 p.m. PDT,1268,1177,772,-496,,12:00:00 PM,11/2/21,1268
SCL,11/2/2021 1 p.m. PDT,1311,1160,685,-626,,1:00:00 PM,11/2/21,1311
SCL,11/2/2021 2 p.m. PDT,1296,1122,662,-634,,2:00:00 PM,11/2/21,1296
SCL,11/2/2021 3 p.m. PDT,1278,1095,605,-673,,3:00:00 PM,11/2/21,1278
SCL,11/2/2021 4 p.m. PDT,1279,1097,681,-598,,4:00:00 PM,11/2/21,1279
SCL,11/2/2021 5 p.m. PDT,1293,1132,764,-529,,5:00:00 PM,11/2/21,1293
SCL,11/2/2021 6 p.m. PDT,1317,1179,831,-486,,6:00:00 PM,11/2/21,1317
SCL,11/2/2021 7 p.m. PDT,1325,1215,877,-448,,7:00:00 PM,11/2/21,1325
SCL,11/2/2021 8 p.m. PDT,1283,1187,855,-428,,8:00:00 PM,11/2/21,1283
SCL,11/2/2021 9 p.m. PDT,1236,1136,646,-590,,9:00:00 PM,11/2/21,1236
SCL,11/2/2021 10 p.m. PDT,1170,1071,615,-555,,10:00:00 PM,11/2/21,1170
SCL,11/2/2021 11 p.m. PDT,1088,998,511,-577,,11:00:00 PM,11/2/21,1088
SCL,11/3/2021 12 a.m. PDT,1000,910,485,-515,,12:00:00 AM,11/3/21,1000
SCL,11/3/2021 1 a.m. PDT,942,898,516,-426,,1:00:00 AM,11/3/21,942
SCL,11/3/2021 2 a.m. PDT,903,856,477,-426,,2:00:00 AM,11/3/21,903
SCL,11/3/2021 3 a.m. PDT,879,849,461,-418,,3:00:00 AM,11/3/21,879
SCL,11/3/2021 4 a.m. PDT,888,847,457,-431,,4:00:00 AM,11/3/21,888
SCL,11/3/2021 5 a.m. PDT,916,878,449,-467,,5:00:00 AM,11/3/21,916
SCL,11/3/2021 6 a.m. PDT,1000,966,583,-417,,6:00:00 AM,11/3/21,1000
SCL,11/3/2021 7 a.m. PDT,1131,1089,758,-373,,7:00:00 AM,11/3/21,1131
SCL,11/3/2021 8 a.m. PDT,1247,1199,804,-443,,8:00:00 AM,11/3/21,1247
SCL,11/3/2021 9 a.m. PDT,1263,1203,796,-467,,9:00:00 AM,11/3/21,1263
SCL,11/3/2021 10 a.m. PDT,1259,1190,758,-501,,10:00:00 AM,11/3/21,1259
SCL,11/3/2021 11 a.m. PDT,1249,1173,611,-638,,11:00:00 AM,11/3/21,1249
SCL,11/3/2021 12 p.m. PDT,1225,1150,630,-595,,12:00:00 PM,11/3/21,1225
SCL,11/3/2021 1 p.m. PDT,1210,1138,589,-621,,1:00:00 PM,11/3/21,1210
SCL,11/3/2021 2 p.m. PDT,1195,1116,554,-641,,2:00:00 PM,11/3/21,1195
SCL,11/3/2021 3 p.m. PDT,1183,1099,725,-458,,3:00:00 PM,11/3/21,1183
SCL,11/3/2021 4 p.m. PDT,1183,1095,720,-463,,4:00:00 PM,11/3/21,1183
SCL,11/3/2021 5 p.m. PDT,1196,1124,795,-401,,5:00:00 PM,11/3/21,1196
SCL,11/3/2021 6 p.m. PDT,1230,1165,800,-430,,6:00:00 PM,11/3/21,1230
SCL,11/3/2021 7 p.m. PDT,1256,1183,856,-400,,7:00:00 PM,11/3/21,1256
SCL,11/3/2021 8 p.m. PDT,1220,1159,806,-414,,8:00:00 PM,11/3/21,1220
SCL,11/3/2021 9 p.m. PDT,1175,1111,773,-402,,9:00:00 PM,11/3/21,1175
SCL,11/3/2021 10 p.m. PDT,1122,1048,704,-418,,10:00:00 PM,11/3/21,1122
SCL,11/3/2021 11 p.m. PDT,1042,969,768,-274,,11:00:00 PM,11/3/21,1042
SCL,11/4/2021 12 a.m. PDT,940,893,697,-243,,12:00:00 AM,11/4/21,940
SCL,11/4/2021 1 a.m. PDT,857,857,606,-251,,1:00:00 AM,11/4/21,857
SCL,11/4/2021 2 a.m. PDT,825,823,601,-224,,2:00:00 AM,11/4/21,825
SCL,11/4/2021 3 a.m. PDT,810,815,584,-226,,3:00:00 AM,11/4/21,810
SCL,11/4/2021 4 a.m. PDT,797,812,572,-225,,4:00:00 AM,11/4/21,797
SCL,11/4/2021 5 a.m. PDT,823,836,520,-303,,5:00:00 AM,11/4/21,823
SCL,11/4/2021 6 a.m. PDT,901,916,494,-407,,6:00:00 AM,11/4/21,901
SCL,11/4/2021 7 a.m. PDT,1026,1033,650,-376,,7:00:00 AM,11/4/21,1026
SCL,11/4/2021 8 a.m. PDT,1117,1129,762,-355,,8:00:00 AM,11/4/21,1117
SCL,11/4/2021 9 a.m. PDT,1162,1136,815,-347,,9:00:00 AM,11/4/21,1162
SCL,11/4/2021 10 a.m. PDT,1187,1138,823,-364,,10:00:00 AM,11/4/21,1187
SCL,11/4/2021 11 a.m. PDT,1190,1135,920,-270,,11:00:00 AM,11/4/21,1190
SCL,11/4/2021 12 p.m. PDT,1175,1131,911,-264,,12:00:00 PM,11/4/21,1175
SCL,11/4/2021 1 p.m. PDT,1163,1129,705,-458,,1:00:00 PM,11/4/21,1163
SCL,11/4/2021 2 p.m. PDT,1144,1112,570,-574,,2:00:00 PM,11/4/21,1144
SCL,11/4/2021 3 p.m. PDT,1132,1096,555,-577,,3:00:00 PM,11/4/21,1132
SCL,11/4/2021 4 p.m. PDT,1141,1099,608,-533,,4:00:00 PM,11/4/21,1141
SCL,11/4/2021 5 p.m. PDT,1167,1122,603,-564,,5:00:00 PM,11/4/21,1167
SCL,11/4/2021 6 p.m. PDT,1196,1160,670,-526,,6:00:00 PM,11/4/21,1196
SCL,11/4/2021 7 p.m. PDT,1220,1184,723,-497,,7:00:00 PM,11/4/21,1220
SCL,11/4/2021 8 p.m. PDT,1196,1152,612,-584,,8:00:00 PM,11/4/21,1196
SCL,11/4/2021 9 p.m. PDT,1147,1102,555,-592,,9:00:00 PM,11/4/21,1147
SCL,11/4/2021 10 p.m. PDT,1090,1047,504,-586,,10:00:00 PM,11/4/21,1090
SCL,11/4/2021 11 p.m. PDT,1009,967,470,-539,,11:00:00 PM,11/4/21,1009
SCL,11/5/2021 12 a.m. PDT,935,896,434,-501,,12:00:00 AM,11/5/21,935
SCL,11/5/2021 1 a.m. PDT,880,880,486,-394,,1:00:00 AM,11/5/21,880
SCL,11/5/2021 2 a.m. PDT,839,844,463,-376,,2:00:00 AM,11/5/21,839
SCL,11/5/2021 3 a.m. PDT,825,837,448,-377,,3:00:00 AM,11/5/21,825
SCL,11/5/2021 4 a.m. PDT,845,837,495,-350,,4:00:00 AM,11/5/21,845
SCL,11/5/2021 5 a.m. PDT,873,869,534,-339,,5:00:00 AM,11/5/21,873
SCL,11/5/2021 6 a.m. PDT,966,956,635,-331,,6:00:00 AM,11/5/21,966
SCL,11/5/2021 7 a.m. PDT,1115,1083,695,-420,,7:00:00 AM,11/5/21,1115
SCL,11/5/2021 8 a.m. PDT,1232,1180,771,-461,,8:00:00 AM,11/5/21,1232
SCL,11/5/2021 9 a.m. PDT,1288,1195,829,-459,,9:00:00 AM,11/5/21,1288
SCL,11/5/2021 10 a.m. PDT,1284,1196,732,-552,,10:00:00 AM,11/5/21,1284
SCL,11/5/2021 11 a.m. PDT,1286,1189,745,-541,,11:00:00 AM,11/5/21,1286
SCL,11/5/2021 12 p.m. PDT,1235,1183,724,-511,,12:00:00 PM,11/5/21,1235
SCL,11/5/2021 1 p.m. PDT,1217,1173,727,-490,,1:00:00 PM,11/5/21,1217
SCL,11/5/2021 2 p.m. PDT,1213,1146,869,-344,,2:00:00 PM,11/5/21,1213
SCL,11/5/2021 3 p.m. PDT,1189,1126,908,-281,,3:00:00 PM,11/5/21,1189
SCL,11/5/2021 4 p.m. PDT,1173,1124,889,-284,,4:00:00 PM,11/5/21,1173
SCL,11/5/2021 5 p.m. PDT,1192,1151,864,-328,,5:00:00 PM,11/5/21,1192
SCL,11/5/2021 6 p.m. PDT,1222,1180,1045,-177,,6:00:00 PM,11/5/21,1222
SCL,11/5/2021 7 p.m. PDT,1253,1191,1032,-221,,7:00:00 PM,11/5/21,1253
SCL,11/5/2021 8 p.m. PDT,1219,1155,1171,-48,,8:00:00 PM,11/5/21,1219
SCL,11/5/2021 9 p.m. PDT,1183,1109,1206,23,,9:00:00 PM,11/5/21,1183
SCL,11/5/2021 10 p.m. PDT,1145,1056,1162,17,,10:00:00 PM,11/5/21,1145
SCL,11/5/2021 11 p.m. PDT,1089,987,1144,55,,11:00:00 PM,11/5/21,1089
SCL,11/6/2021 12 a.m. PDT,1023,938,1063,40,,12:00:00 AM,11/6/21,1023
SCL,11/6/2021 1 a.m. PDT,974,930,713,-261,,1:00:00 AM,11/6/21,974
SCL,11/6/2021 2 a.m. PDT,944,889,699,-245,,2:00:00 AM,11/6/21,944
SCL,11/6/2021 3 a.m. PDT,917,881,884,-33,,3:00:00 AM,11/6/21,917
SCL,11/6/2021 4 a.m. PDT,903,878,797,-106,,4:00:00 AM,11/6/21,903
SCL,11/6/2021 5 a.m. PDT,911,889,711,-200,,5:00:00 AM,11/6/21,911
SCL,11/6/2021 6 a.m. PDT,954,921,739,-215,,6:00:00 AM,11/6/21,954
SCL,11/6/2021 7 a.m. PDT,994,965,732,-262,,7:00:00 AM,11/6/21,994
SCL,11/6/2021 8 a.m. PDT,1072,1034,992,-80,,8:00:00 AM,11/6/21,1072
SCL,11/6/2021 9 a.m. PDT,1125,1100,1039,-86,,9:00:00 AM,11/6/21,1125
SCL,11/6/2021 10 a.m. PDT,1197,1147,915,-282,,10:00:00 AM,11/6/21,1197
SCL,11/6/2021 11 a.m. PDT,1233,1161,788,-445,,11:00:00 AM,11/6/21,1233
SCL,11/6/2021 12 p.m. PDT,1235,1158,771,-464,,12:00:00 PM,11/6/21,1235
SCL,11/6/2021 1 p.m. PDT,1242,1148,742,-500,,1:00:00 PM,11/6/21,1242
SCL,11/6/2021 2 p.m. PDT,1207,1111,719,-488,,2:00:00 PM,11/6/21,1207
SCL,11/6/2021 3 p.m. PDT,1188,1109,708,-480,,3:00:00 PM,11/6/21,1188
SCL,11/6/2021 4 p.m. PDT,1216,1109,705,-511,,4:00:00 PM,11/6/21,1216
SCL,11/6/2021 5 p.m. PDT,1211,1144,770,-441,,5:00:00 PM,11/6/21,1211
SCL,11/6/2021 6 p.m. PDT,1257,1168,891,-366,,6:00:00 PM,11/6/21,1257
SCL,11/6/2021 7 p.m. PDT,1296,1195,862,-434,,7:00:00 PM,11/6/21,1296
