;time;base_elec_rate;opt_elec_rate;base_charg_load;target_charg_load;res_charg_load
35;2021-11-01 00:34:00;0.116;;660.0;0.0;
36;2021-11-01 00:35:00;0.116;;660.0;0.0;
37;2021-11-01 00:36:00;0.116;;653.4;9.140406661695199;
38;2021-11-01 00:37:00;0.116;;660.0;0.0;
39;2021-11-01 00:38:00;0.116;;660.0;0.0;
40;2021-11-01 00:39:00;0.116;;653.4;0.0;
41;2021-11-01 00:40:00;0.116;;660.0;0.0;
42;2021-11-01 00:41:00;0.116;;653.4;0.0;
43;2021-11-01 00:42:00;0.116;;660.0;0.0;
44;2021-11-01 00:43:00;0.116;;653.4;0.0;
45;2021-11-01 00:44:00;0.116;;653.4;0.0;
46;2021-11-01 00:45:00;0.116;;660.0;0.0;
47;2021-11-01 00:46:00;0.116;;660.0;0.0;
48;2021-11-01 00:47:00;0.116;;660.0;0.0;
49;2021-11-01 00:48:00;0.116;;660.0;9.140406661695199;
50;2021-11-01 00:49:00;0.116;;660.0;0.0;
51;2021-11-01 00:50:00;0.116;;660.0;0.0;
52;2021-11-01 00:51:00;0.116;;660.0;0.0;
53;2021-11-01 00:52:00;0.116;;660.0;0.0;
54;2021-11-01 00:53:00;0.116;;660.0;0.0;
55;2021-11-01 00:54:00;0.116;;660.0;0.0;
56;2021-11-01 00:55:00;0.116;;653.4;0.0;
57;2021-11-01 00:56:00;0.116;;660.0;0.0;
58;2021-11-01 00:57:00;0.116;;660.0;0.0;
59;2021-11-01 00:58:00;0.116;;660.0;0.0;
60;2021-11-01 00:59:00;0.116;;660.0;0.0;
61;2021-11-01 01:00:00;0.116;;660.0;0.0;
62;2021-11-01 01:01:00;0.116;;653.4;0.0;
63;2021-11-01 01:02:00;0.116;;653.4;9.140406661695199;
64;2021-11-01 01:03:00;0.116;;660.0;9.140406661695199;
65;2021-11-01 01:04:00;0.116;;653.4;0.0;
66;2021-11-01 01:05:00;0.116;;660.0;9.140406661695199;
67;2021-11-01 01:06:00;0.116;;660.0;0.0;
68;2021-11-01 01:07:00;0.116;;660.0;0.0;
69;2021-11-01 01:08:00;0.116;;653.4;0.0;
70;2021-11-01 01:09:00;0.116;;660.0;0.0;
71;2021-11-01 01:10:00;0.116;;660.0;0.0;
72;2021-11-01 01:11:00;0.116;;660.0;0.0;
73;2021-11-01 01:12:00;0.116;;660.0;9.140406661695199;
74;2021-11-01 01:13:00;0.116;;660.0;0.0;
75;2021-11-01 01:14:00;0.116;;653.4;0.0;
76;2021-11-01 01:15:00;0.116;;646.8;9.140406661695199;
77;2021-11-01 01:16:00;0.116;;660.0;0.0;
78;2021-11-01 01:17:00;0.116;;660.0;0.0;
79;2021-11-01 01:18:00;0.116;;660.0;0.0;
80;2021-11-01 01:19:00;0.116;;660.0;0.0;
81;2021-11-01 01:20:00;0.116;;646.8;0.0;
82;2021-11-01 01:21:00;0.116;;660.0;0.0;
83;2021-11-01 01:22:00;0.116;;660.0;9.140406661695199;
84;2021-11-01 01:23:00;0.116;;660.0;0.0;
85;2021-11-01 01:24:00;0.116;;660.0;0.0;
86;2021-11-01 01:25:00;0.116;;660.0;0.0;
87;2021-11-01 01:26:00;0.116;;660.0;0.0;
88;2021-11-01 01:27:00;0.116;;653.4;9.140406661695199;
89;2021-11-01 01:28:00;0.116;;660.0;0.0;
90;2021-11-01 01:29:00;0.116;;660.0;0.0;
91;2021-11-01 01:30:00;0.116;;660.0;0.0;
92;2021-11-01 01:31:00;0.116;;660.0;0.0;
93;2021-11-01 01:32:00;0.116;;660.0;18.280813323390397;
94;2021-11-01 01:33:00;0.116;;660.0;0.0;
95;2021-11-01 01:34:00;0.116;;660.0;0.0;
96;2021-11-01 01:35:00;0.116;;660.0;0.0;
97;2021-11-01 01:36:00;0.116;;660.0;9.140406661695199;
98;2021-11-01 01:37:00;0.116;;660.0;0.0;
99;2021-11-01 01:38:00;0.116;;660.0;0.0;
100;2021-11-01 01:39:00;0.116;;646.8;0.0;
101;2021-11-01 01:40:00;0.116;;660.0;9.140406661695199;
102;2021-11-01 01:41:00;0.116;;660.0;0.0;
103;2021-11-01 01:42:00;0.116;;660.0;9.140406661695199;
104;2021-11-01 01:43:00;0.116;;660.0;0.0;
105;2021-11-01 01:44:00;0.116;;653.4;0.0;
106;2021-11-01 01:45:00;0.116;;660.0;0.0;
107;2021-11-01 01:46:00;0.116;;660.0;9.140406661695199;
108;2021-11-01 01:47:00;0.116;;653.4;0.0;
109;2021-11-01 01:48:00;0.116;;660.0;0.0;
110;2021-11-01 01:49:00;0.116;;660.0;0.0;
111;2021-11-01 01:50:00;0.116;;646.8;0.0;
112;2021-11-01 01:51:00;0.116;;653.4;9.140406661695199;
113;2021-11-01 01:52:00;0.116;;660.0;0.0;
114;2021-11-01 01:53:00;0.116;;660.0;9.140406661695199;
115;2021-11-01 01:54:00;0.116;;646.8;18.280813323390397;
116;2021-11-01 01:55:00;0.116;;660.0;0.0;
117;2021-11-01 01:56:00;0.116;;660.0;18.280813323390397;
118;2021-11-01 01:57:00;0.116;;653.4;9.140406661695199;
119;2021-11-01 01:58:00;0.116;;660.0;0.0;
120;2021-11-01 01:59:00;0.116;;660.0;0.0;
121;2021-11-01 02:00:00;0.116;;653.4;0.0;
122;2021-11-01 02:01:00;0.116;;660.0;0.0;
123;2021-11-01 02:02:00;0.116;;653.4;9.140406661695199;
124;2021-11-01 02:03:00;0.116;;660.0;9.140406661695199;
125;2021-11-01 02:04:00;0.116;;660.0;9.140406661695199;
126;2021-11-01 02:05:00;0.116;;653.4;0.0;
127;2021-11-01 02:06:00;0.116;;653.4;0.0;
128;2021-11-01 02:07:00;0.116;;660.0;9.140406661695199;
129;2021-11-01 02:08:00;0.116;;660.0;27.421219985085596;
130;2021-11-01 02:09:00;0.116;;653.4;0.0;
131;2021-11-01 02:10:00;0.116;;660.0;27.421219985085596;
132;2021-11-01 02:11:00;0.116;;653.4;9.140406661695199;
133;2021-11-01 02:12:00;0.116;;653.4;18.280813323390397;
134;2021-11-01 02:13:00;0.116;;660.0;9.140406661695199;
135;2021-11-01 02:14:00;0.116;;660.0;0.0;
136;2021-11-01 02:15:00;0.116;;660.0;18.280813323390397;
137;2021-11-01 02:16:00;0.116;;653.4;18.280813323390397;
138;2021-11-01 02:17:00;0.116;;660.0;0.0;
139;2021-11-01 02:18:00;0.116;;640.1999999999999;9.140406661695199;
140;2021-11-01 02:19:00;0.116;;660.0;0.0;
141;2021-11-01 02:20:00;0.116;;660.0;0.0;
142;2021-11-01 02:21:00;0.116;;660.0;0.0;
143;2021-11-01 02:22:00;0.116;;660.0;9.140406661695199;
144;2021-11-01 02:23:00;0.116;;660.0;18.280813323390397;
145;2021-11-01 02:24:00;0.116;;660.0;0.0;
146;2021-11-01 02:25:00;0.116;;640.1999999999999;9.140406661695199;
147;2021-11-01 02:26:00;0.116;;646.8;9.140406661695199;
148;2021-11-01 02:27:00;0.116;;646.8;9.140406661695199;
149;2021-11-01 02:28:00;0.116;;653.4;0.0;
150;2021-11-01 02:29:00;0.116;;640.1999999999999;27.421219985085596;
151;2021-11-01 02:30:00;0.116;;640.1999999999999;9.140406661695199;
152;2021-11-01 02:31:00;0.116;;640.1999999999999;9.140406661695199;
153;2021-11-01 02:32:00;0.116;;646.8;0.0;
154;2021-11-01 02:33:00;0.116;;646.8;0.0;
155;2021-11-01 02:34:00;0.116;;640.1999999999999;9.140406661695199;
156;2021-11-01 02:35:00;0.116;;640.1999999999999;9.140406661695199;
157;2021-11-01 02:36:00;0.116;;627.0;0.0;
158;2021-11-01 02:37:00;0.116;;660.0;9.140406661695199;
159;2021-11-01 02:38:00;0.116;;653.4;9.140406661695199;
160;2021-11-01 02:39:00;0.116;;653.4;9.140406661695199;
161;2021-11-01 02:40:00;0.116;;646.8;18.280813323390397;
162;2021-11-01 02:41:00;0.116;;653.4;9.140406661695199;
163;2021-11-01 02:42:00;0.116;;640.1999999999999;9.140406661695199;
164;2021-11-01 02:43:00;0.116;;646.8;9.140406661695199;
165;2021-11-01 02:44:00;0.116;;646.8;9.140406661695199;
166;2021-11-01 02:45:00;0.116;;653.4;9.140406661695199;
167;2021-11-01 02:46:00;0.116;;646.8;18.280813323390397;
168;2021-11-01 02:47:00;0.116;;633.5999999999999;9.140406661695199;
169;2021-11-01 02:48:00;0.116;;660.0;9.140406661695199;
170;2021-11-01 02:49:00;0.116;;653.4;18.280813323390397;
171;2021-11-01 02:50:00;0.116;;640.1999999999999;18.280813323390397;
172;2021-11-01 02:51:00;0.116;;660.0;9.140406661695199;
173;2021-11-01 02:52:00;0.116;;646.8;9.140406661695199;
174;2021-11-01 02:53:00;0.116;;640.1999999999999;18.280813323390397;
175;2021-11-01 02:54:00;0.116;;640.1999999999999;36.561626646780795;
176;2021-11-01 02:55:00;0.116;;653.4;27.421219985085596;
177;2021-11-01 02:56:00;0.116;;640.1999999999999;36.561626646780795;
178;2021-11-01 02:57:00;0.116;;660.0;45.70203330847599;
179;2021-11-01 02:58:00;0.116;;646.8;18.280813323390397;
180;2021-11-01 02:59:00;0.116;;640.1999999999999;27.421219985085596;
181;2021-11-01 03:00:00;0.116;;640.1999999999999;18.280813323390397;
182;2021-11-01 03:01:00;0.116;;646.8;18.280813323390397;
183;2021-11-01 03:02:00;0.116;;633.5999999999999;18.280813323390397;
184;2021-11-01 03:03:00;0.116;;640.1999999999999;18.280813323390397;
185;2021-11-01 03:04:00;0.116;;646.8;9.140406661695199;
186;2021-11-01 03:05:00;0.116;;640.1999999999999;18.280813323390397;
187;2021-11-01 03:06:00;0.116;;646.8;27.421219985085596;
188;2021-11-01 03:07:00;0.116;;633.5999999999999;27.421219985085596;
189;2021-11-01 03:08:00;0.116;;646.8;27.421219985085596;
190;2021-11-01 03:09:00;0.116;;600.6;45.70203330847599;
191;2021-11-01 03:10:00;0.116;;646.8;27.421219985085596;
192;2021-11-01 03:11:00;0.116;;640.1999999999999;0.0;
193;2021-11-01 03:12:00;0.116;;640.1999999999999;36.561626646780795;
194;2021-11-01 03:13:00;0.116;;646.8;18.280813323390397;
195;2021-11-01 03:14:00;0.116;;633.5999999999999;18.280813323390397;
196;2021-11-01 03:15:00;0.116;;640.1999999999999;9.140406661695199;
197;2021-11-01 03:16:00;0.116;;646.8;27.421219985085596;
198;2021-11-01 03:17:00;0.116;;646.8;18.280813323390397;
199;2021-11-01 03:18:00;0.116;;646.8;18.280813323390397;
200;2021-11-01 03:19:00;0.116;;620.4;9.140406661695199;
201;2021-11-01 03:20:00;0.116;;627.0;36.561626646780795;
202;2021-11-01 03:21:00;0.116;;653.4;18.280813323390397;
203;2021-11-01 03:22:00;0.116;;620.4;9.140406661695199;
204;2021-11-01 03:23:00;0.116;;607.1999999999999;9.140406661695199;
205;2021-11-01 03:24:00;0.116;;607.1999999999999;45.70203330847599;
206;2021-11-01 03:25:00;0.116;;627.0;54.84243997017119;
207;2021-11-01 03:26:00;0.116;;640.1999999999999;36.561626646780795;
208;2021-11-01 03:27:00;0.116;;646.8;82.26365995525678;
209;2021-11-01 03:28:00;0.116;;633.5999999999999;36.561626646780795;
210;2021-11-01 03:29:00;0.116;;640.1999999999999;27.421219985085596;
211;2021-11-01 03:30:00;0.116;;627.0;36.561626646780795;
212;2021-11-01 03:31:00;0.116;;627.0;18.280813323390397;
213;2021-11-01 03:32:00;0.116;;640.1999999999999;54.84243997017119;
214;2021-11-01 03:33:00;0.116;;627.0;18.280813323390397;
215;2021-11-01 03:34:00;0.116;;633.5999999999999;27.421219985085596;
216;2021-11-01 03:35:00;0.116;;627.0;45.70203330847599;
217;2021-11-01 03:36:00;0.116;;653.4;54.84243997017119;
218;2021-11-01 03:37:00;0.116;;640.1999999999999;18.280813323390397;
219;2021-11-01 03:38:00;0.116;;633.5999999999999;82.26365995525678;
220;2021-11-01 03:39:00;0.116;;633.5999999999999;27.421219985085596;
221;2021-11-01 03:40:00;0.116;;640.1999999999999;36.561626646780795;
222;2021-11-01 03:41:00;0.116;;633.5999999999999;18.280813323390397;
223;2021-11-01 03:42:00;0.116;;640.1999999999999;45.70203330847599;
224;2021-11-01 03:43:00;0.116;;620.4;63.982846631866394;
225;2021-11-01 03:44:00;0.116;;620.4;9.140406661695199;
226;2021-11-01 03:45:00;0.116;;633.5999999999999;36.561626646780795;
227;2021-11-01 03:46:00;0.116;;627.0;73.12325329356159;
228;2021-11-01 03:47:00;0.116;;627.0;18.280813323390397;
229;2021-11-01 03:48:00;0.116;;607.1999999999999;18.280813323390397;
230;2021-11-01 03:49:00;0.116;;620.4;82.26365995525678;
231;2021-11-01 03:50:00;0.116;;633.5999999999999;36.561626646780795;
232;2021-11-01 03:51:00;0.116;;600.6;36.561626646780795;
233;2021-11-01 03:52:00;0.116;;633.5999999999999;36.561626646780795;
234;2021-11-01 03:53:00;0.116;;594.0;45.70203330847599;
235;2021-11-01 03:54:00;0.116;;607.1999999999999;54.84243997017119;
236;2021-11-01 03:55:00;0.116;;600.6;127.96569326373279;
237;2021-11-01 03:56:00;0.116;;613.8;82.26365995525678;
238;2021-11-01 03:57:00;0.116;;633.5999999999999;27.421219985085596;
239;2021-11-01 03:58:00;0.116;;627.0;73.12325329356159;
240;2021-11-01 03:59:00;0.116;;620.4;82.26365995525678;
241;2021-11-01 04:00:00;0.116;;633.5999999999999;45.70203330847599;
242;2021-11-01 04:01:00;0.116;;640.1999999999999;73.12325329356159;
243;2021-11-01 04:02:00;0.116;;646.8;63.982846631866394;
244;2021-11-01 04:03:00;0.116;;633.5999999999999;45.70203330847599;
245;2021-11-01 04:04:00;0.116;;607.1999999999999;18.280813323390397;
246;2021-11-01 04:05:00;0.116;;607.1999999999999;36.561626646780795;
247;2021-11-01 04:06:00;0.116;;620.4;27.421219985085596;
248;2021-11-01 04:07:00;0.116;;594.0;45.70203330847599;
249;2021-11-01 04:08:00;0.116;;613.8;54.84243997017119;
250;2021-11-01 04:09:00;0.116;;580.8;91.40406661695198;
251;2021-11-01 04:10:00;0.116;;633.5999999999999;109.68487994034238;
252;2021-11-01 04:11:00;0.116;;620.4;109.68487994034238;
253;2021-11-01 04:12:00;0.116;;567.6;36.561626646780795;
254;2021-11-01 04:13:00;0.116;;613.8;100.54447327864719;
255;2021-11-01 04:14:00;0.116;;633.5999999999999;91.40406661695198;
256;2021-11-01 04:15:00;0.116;;607.1999999999999;54.84243997017119;
257;2021-11-01 04:16:00;0.116;;587.4;54.84243997017119;
258;2021-11-01 04:17:00;0.116;;633.5999999999999;109.68487994034238;
259;2021-11-01 04:18:00;0.116;;580.8;82.26365995525678;
260;2021-11-01 04:19:00;0.116;;587.4;137.10609992542797;
261;2021-11-01 04:20:00;0.116;;600.6;36.561626646780795;
262;2021-11-01 04:21:00;0.116;;567.6;54.84243997017119;
263;2021-11-01 04:22:00;0.116;;600.6;91.40406661695198;
264;2021-11-01 04:23:00;0.116;;613.8;109.68487994034238;
265;2021-11-01 04:24:00;0.116;;607.1999999999999;100.54447327864719;
266;2021-11-01 04:25:00;0.116;;574.1999999999999;36.561626646780795;
267;2021-11-01 04:26:00;0.116;;594.0;118.82528660203758;
268;2021-11-01 04:27:00;0.116;;594.0;118.82528660203758;
269;2021-11-01 04:28:00;0.116;;613.8;118.82528660203758;
270;2021-11-01 04:29:00;0.116;;607.1999999999999;73.12325329356159;
271;2021-11-01 04:30:00;0.116;;580.8;9.140406661695199;
272;2021-11-01 04:31:00;0.116;;574.1999999999999;45.70203330847599;
273;2021-11-01 04:32:00;0.116;;580.8;118.82528660203758;
274;2021-11-01 04:33:00;0.116;;567.6;118.82528660203758;
275;2021-11-01 04:34:00;0.116;;561.0;127.96569326373279;
276;2021-11-01 04:35:00;0.116;;574.1999999999999;109.68487994034238;
277;2021-11-01 04:36:00;0.116;;594.0;73.12325329356159;
278;2021-11-01 04:37:00;0.116;;587.4;137.10609992542797;
279;2021-11-01 04:38:00;0.116;;587.4;164.52731991051357;
280;2021-11-01 04:39:00;0.116;;594.0;82.26365995525678;
281;2021-11-01 04:40:00;0.116;;600.6;36.561626646780795;
282;2021-11-01 04:41:00;0.116;;574.1999999999999;91.40406661695198;
283;2021-11-01 04:42:00;0.116;;587.4;109.68487994034238;
284;2021-11-01 04:43:00;0.116;;567.6;109.68487994034238;
285;2021-11-01 04:44:00;0.116;;580.8;91.40406661695198;
286;2021-11-01 04:45:00;0.116;;580.8;146.24650658712318;
287;2021-11-01 04:46:00;0.116;;567.6;109.68487994034238;
288;2021-11-01 04:47:00;0.116;;561.0;155.3869132488184;
289;2021-11-01 04:48:00;0.116;;567.6;146.24650658712318;
290;2021-11-01 04:49:00;0.116;;600.6;100.54447327864719;
291;2021-11-01 04:50:00;0.116;;620.4;137.10609992542797;
292;2021-11-01 04:51:00;0.116;;600.6;146.24650658712318;
293;2021-11-01 04:52:00;0.116;;534.6;127.96569326373279;
294;2021-11-01 04:53:00;0.116;;574.1999999999999;109.68487994034238;
295;2021-11-01 04:54:00;0.116;;554.4;118.82528660203758;
296;2021-11-01 04:55:00;0.116;;514.8;164.52731991051357;
297;2021-11-01 04:56:00;0.116;;600.6;91.40406661695198;
298;2021-11-01 04:57:00;0.116;;547.8;155.3869132488184;
299;2021-11-01 04:58:00;0.116;;567.6;228.51016654237998;
300;2021-11-01 04:59:00;0.116;;547.8;82.26365995525678;
301;2021-11-01 05:00:00;0.116;;528.0;173.66772657220878;
302;2021-11-01 05:01:00;0.116;;594.0;155.3869132488184;
303;2021-11-01 05:02:00;0.116;;567.6;127.96569326373279;
304;2021-11-01 05:03:00;0.116;;554.4;155.3869132488184;
305;2021-11-01 05:04:00;0.116;;561.0;228.51016654237998;
306;2021-11-01 05:05:00;0.116;;574.1999999999999;137.10609992542797;
307;2021-11-01 05:06:00;0.116;;567.6;146.24650658712318;
308;2021-11-01 05:07:00;0.116;;567.6;164.52731991051357;
309;2021-11-01 05:08:00;0.116;;541.1999999999999;109.68487994034238;
310;2021-11-01 05:09:00;0.116;;574.1999999999999;191.94853989559917;
311;2021-11-01 05:10:00;0.116;;528.0;173.66772657220878;
312;2021-11-01 05:11:00;0.116;;534.6;164.52731991051357;
313;2021-11-01 05:12:00;0.116;;528.0;173.66772657220878;
314;2021-11-01 05:13:00;0.116;;561.0;137.10609992542797;
315;2021-11-01 05:14:00;0.116;;501.59999999999997;146.24650658712318;
316;2021-11-01 05:15:00;0.116;;534.6;173.66772657220878;
317;2021-11-01 05:16:00;0.116;;574.1999999999999;173.66772657220878;
318;2021-11-01 05:17:00;0.116;;547.8;191.94853989559917;
319;2021-11-01 05:18:00;0.116;;534.6;182.80813323390396;
320;2021-11-01 05:19:00;0.116;;481.79999999999995;182.80813323390396;
321;2021-11-01 05:20:00;0.116;;488.4;191.94853989559917;
322;2021-11-01 05:21:00;0.116;;514.8;255.93138652746558;
323;2021-11-01 05:22:00;0.116;;534.6;219.36975988068477;
324;2021-11-01 05:23:00;0.116;;534.6;246.79097986577037;
325;2021-11-01 05:24:00;0.116;;534.6;182.80813323390396;
326;2021-11-01 05:25:00;0.116;;495.0;228.51016654237998;
327;2021-11-01 05:26:00;0.116;;541.1999999999999;164.52731991051357;
328;2021-11-01 05:27:00;0.116;;521.4;292.49301317424636;
329;2021-11-01 05:28:00;0.116;;528.0;164.52731991051357;
330;2021-11-01 05:29:00;0.116;;501.59999999999997;173.66772657220878;
331;2021-11-01 05:30:00;0.116;;547.8;246.79097986577037;
332;2021-11-01 05:31:00;0.116;;547.8;219.36975988068477;
333;2021-11-01 05:32:00;0.116;;514.8;292.49301317424636;
334;2021-11-01 05:33:00;0.116;;495.0;255.93138652746558;
335;2021-11-01 05:34:00;0.116;;514.8;201.08894655729438;
336;2021-11-01 05:35:00;0.116;;495.0;146.24650658712318;
337;2021-11-01 05:36:00;0.116;;547.8;255.93138652746558;
338;2021-11-01 05:37:00;0.116;;501.59999999999997;191.94853989559917;
339;2021-11-01 05:38:00;0.116;;475.2;255.93138652746558;
340;2021-11-01 05:39:00;0.116;;468.59999999999997;228.51016654237998;
341;2021-11-01 05:40:00;0.116;;481.79999999999995;219.36975988068477;
342;2021-11-01 05:41:00;0.116;;455.4;338.1950464827224;
343;2021-11-01 05:42:00;0.116;;488.4;274.21219985085594;
344;2021-11-01 05:43:00;0.116;;541.1999999999999;274.21219985085594;
345;2021-11-01 05:44:00;0.116;;475.2;255.93138652746558;
346;2021-11-01 05:45:00;0.116;;514.8;219.36975988068477;
347;2021-11-01 05:46:00;0.116;;475.2;219.36975988068477;
348;2021-11-01 05:47:00;0.116;;481.79999999999995;274.21219985085594;
349;2021-11-01 05:48:00;0.116;;382.79999999999995;182.80813323390396;
350;2021-11-01 05:49:00;0.116;;514.8;219.36975988068477;
351;2021-11-01 05:50:00;0.116;;455.4;210.22935321898956;
352;2021-11-01 05:51:00;0.116;;462.0;265.07179318916076;
353;2021-11-01 05:52:00;0.116;;468.59999999999997;219.36975988068477;
354;2021-11-01 05:53:00;0.116;;488.4;255.93138652746558;
355;2021-11-01 05:54:00;0.116;;541.1999999999999;219.36975988068477;
356;2021-11-01 05:55:00;0.116;;396.0;201.08894655729438;
357;2021-11-01 05:56:00;0.116;;481.79999999999995;255.93138652746558;
358;2021-11-01 05:57:00;0.116;;462.0;283.3526065125512;
359;2021-11-01 05:58:00;0.116;;462.0;347.33545314441756;
360;2021-11-01 05:59:00;0.116;;402.59999999999997;274.21219985085594;
361;2021-11-01 06:00:00;0.116;;389.4;301.63341983594154;
362;2021-11-01 06:01:00;0.116;;415.79999999999995;292.49301317424636;
363;2021-11-01 06:02:00;0.116;;462.0;265.07179318916076;
364;2021-11-01 06:03:00;0.116;;475.2;246.79097986577037;
365;2021-11-01 06:04:00;0.116;;475.2;301.63341983594154;
366;2021-11-01 06:05:00;0.116;;488.4;329.05463982102714;
367;2021-11-01 06:06:00;0.116;;356.4;255.93138652746558;
368;2021-11-01 06:07:00;0.116;;495.0;374.75667312950316;
369;2021-11-01 06:08:00;0.116;;455.4;228.51016654237998;
370;2021-11-01 06:09:00;0.116;;429.0;310.7738264976368;
371;2021-11-01 06:10:00;0.116;;488.4;237.65057320407516;
372;2021-11-01 06:11:00;0.116;;448.79999999999995;329.05463982102714;
373;2021-11-01 06:12:00;0.116;;409.2;255.93138652746558;
374;2021-11-01 06:13:00;0.116;;429.0;393.0374864528935;
375;2021-11-01 06:14:00;0.116;;402.59999999999997;329.05463982102714;
376;2021-11-01 06:15:00;0.116;;422.4;265.07179318916076;
377;2021-11-01 06:16:00;0.116;;415.79999999999995;347.33545314441756;
378;2021-11-01 06:17:00;0.116;;396.0;338.1950464827224;
379;2021-11-01 06:18:00;0.116;;382.79999999999995;338.1950464827224;
380;2021-11-01 06:19:00;0.116;;442.2;319.91423315933196;
381;2021-11-01 06:20:00;0.116;;349.79999999999995;301.63341983594154;
382;2021-11-01 06:21:00;0.116;;396.0;347.33545314441756;
383;2021-11-01 06:22:00;0.116;;415.79999999999995;329.05463982102714;
384;2021-11-01 06:23:00;0.116;;376.2;365.6162664678079;
385;2021-11-01 06:24:00;0.116;;409.2;374.75667312950316;
386;2021-11-01 06:25:00;0.116;;369.59999999999997;374.75667312950316;
387;2021-11-01 06:26:00;0.116;;396.0;356.47585980611274;
388;2021-11-01 06:27:00;0.116;;369.59999999999997;347.33545314441756;
389;2021-11-01 06:28:00;0.116;;402.59999999999997;274.21219985085594;
390;2021-11-01 06:29:00;0.116;;429.0;329.05463982102714;
391;2021-11-01 06:30:00;0.116;;376.2;374.75667312950316;
392;2021-11-01 06:31:00;0.116;;356.4;393.0374864528935;
393;2021-11-01 06:32:00;0.116;;396.0;338.1950464827224;
394;2021-11-01 06:33:00;0.116;;363.0;438.73951976136954;
395;2021-11-01 06:34:00;0.116;;356.4;347.33545314441756;
396;2021-11-01 06:35:00;0.116;;429.0;383.89707979119834;
397;2021-11-01 06:36:00;0.116;;435.59999999999997;420.4587064379791;
398;2021-11-01 06:37:00;0.116;;382.79999999999995;374.75667312950316;
399;2021-11-01 06:38:00;0.116;;382.79999999999995;438.73951976136954;
400;2021-11-01 06:39:00;0.116;;376.2;402.17789311458876;
401;2021-11-01 06:40:00;0.116;;277.2;466.16073974645514;
402;2021-11-01 06:41:00;0.116;;376.2;438.73951976136954;
403;2021-11-01 06:42:00;0.116;;363.0;356.47585980611274;
404;2021-11-01 06:43:00;0.116;;356.4;420.4587064379791;
405;2021-11-01 06:44:00;0.116;;369.59999999999997;347.33545314441756;
406;2021-11-01 06:45:00;0.116;;369.59999999999997;447.8799264230647;
407;2021-11-01 06:46:00;0.116;;356.4;447.8799264230647;
408;2021-11-01 06:47:00;0.116;;356.4;402.17789311458876;
409;2021-11-01 06:48:00;0.116;;349.79999999999995;383.89707979119834;
410;2021-11-01 06:49:00;0.116;;363.0;429.59911309967435;
411;2021-11-01 06:50:00;0.116;;323.4;374.75667312950316;
412;2021-11-01 06:51:00;0.116;;336.59999999999997;457.02033308475995;
413;2021-11-01 06:52:00;0.116;;382.79999999999995;566.7052130251024;
414;2021-11-01 06:53:00;0.116;;369.59999999999997;420.4587064379791;
415;2021-11-01 06:54:00;0.116;;369.59999999999997;411.31829977628394;
416;2021-11-01 06:55:00;0.116;;356.4;383.89707979119834;
417;2021-11-01 06:56:00;0.116;;376.2;411.31829977628394;
418;2021-11-01 06:57:00;0.116;;396.0;447.8799264230647;
419;2021-11-01 06:58:00;0.116;;363.0;521.0031797166263;
420;2021-11-01 06:59:00;0.116;;290.4;502.7223663932359;
421;2021-11-01 07:00:00;0.116;;310.2;447.8799264230647;
422;2021-11-01 07:01:00;0.116;;356.4;484.44155306984555;
423;2021-11-01 07:02:00;0.116;;303.59999999999997;475.3011464081503;
